Debiteurnummer;Naam1;Naam2;Zoeknaam;Adres;Postcode;Plaats;Land;Contact;Telefoon;Mobiel;Email;Email cc;Email factuur;Email factuur cc;BTW nummer
00009271;HYDROPOWER HYDRAULICS B.V.;;HYDROPOW;OUDE GRAAF 7;6002 NL ;WEERT   ;NL      ;DHR.R.WESTERVEEN;0495-632309;;info@hydropowerhydraulics.nl                                ;roel@hydropowerhydraulics.nl;Info@hydropowerhydraulics.nl;;
00009272;MECH.CENTRUM FLAKKEE;;FLAKKEE ;LIEVE VROUWENPOLDERSDIJK 1B;3243 LA ;STAD AAN 'T HARINGVLIET;NL      ;DHR.J.VAN KEULEN;0187-611888;;info@mechanisatiecentrumflakkee.nl                          ;;Adm@mechanisatiecentrumflakkee.nl;;
00009273;EIJKELKAMP SONICSAMPDRILL B.V.;;EIJKELKA;UITMAT 8;6987 ER ;GIESBEEK;NL      ;DHR. SOETHOF;0313-880201;;m.soethof@sonicsampdrill.com                                ;;M.soethof@sonicsampdrill.com;;
00009274;DRAFTEC;;DRAFTEC ;HERCULESWEG 39;4338 PL ;MIDDELBURG;NL      ;Dhr. Elzo Keurhorst;085-4018770;;info@draftec.nl                                             ;;administratie@draftec.nl;;
00009275;ADRIAAN VAN ERK;MATERIEELDIENST B.V.;ERK     ;KADIJK 4A;2861 CM ;BERGAMBACHT;NL      ;DHR.A.VAN ERK;0182-352344;;r.reitsma@adriaanvanerk.nl                                  ;;R.reitsma@adriaanvanerk.nl;;
00009276;OUDMAN THESINGE B.V.;;OUDMAN T;G.N.SCHUTTERLAAN 10;9797 PC ;THESINGE;NL      ;DHR.S.OUDMAN;050-3021321;06-20665015steff;magazijn@oudmanthesinge.nl                                  ;;Administratie@oudmanthesinge.nl;;
00009277;BOUWMACHINES MIDDEN;NEDERLAND BV;BOUWMACH;BRIELLAERDSEWEG 44;3772 TM ;BARNEVELD;NL      ;R.VAN DEN BRINK;033-2770174;06-83121246;magazijn@jcbmachines.nl                                     ;administratie@jcbmachines.nl;facturen@jcbmachines.nl;;
00009278;ECONOWIND BV;;ECONOWIN;LEONARD SPRINGERLAAN 9;9727 KB ;GRONINGEN;NL      ;DHR.F.NIEUWENHUIS;;06-38824670;;;Nieuwenhuis@econowind.nl;;
00009279;JOHAN SPRIENSMA LMB;;JOHAN SP;HOOFDWEG 49;9966 VB ;ZUURDIJK;NL      ;DHR.J.SPRIENSMA;;;;;Johan_4430@hotmail.com;;G080820 
00009280;FRANSEN MATERIEEL SERVICE;;FRANSEN ;Dr.J.DE KONINGLAAN 21;2636 BZ ;SCHIPLUIDEN;NL      ;DHR.ROBERT FRANSEN;;06-28431683;info@f-m-s.nl                                               ;;Facturen@f-m-s.nl;;
00009281;HH AGENCY BV;;HH AGENC;HORNVEN 17;1733 LN ;NIEUWE NIEDORP;NL      ;DHR. HANS TWAALFHOVEN;0226-411607;;info@hhagency.nl                                            ;;;;
00009282;TOMER SYSTEMS B.V.;;TOMER SY;EVERDENBERG 7a;4902 TT ;OOSTERHOUT;NL      ;DHR.NIELS DE JONG;076-5717717;06-15281669;niels@tomer-systems.com                                     ;;Niels@tomer-systems.com;;
00009283;JvA MACHINE SERVICE;;JVA MACH;S.M.LONCQUESTRAAT 13;4307 BG ;OOSTERLAND;NL      ;JASPER VAN ALMENKERK;06-20737546;;info@jvamachineservice.nl                                   ;;;;
00009284;Fa.WIT;;WIT     ;NOORDMARK 26;1351 GB ;ALMERE  ;NL      ;DHR.ANNE WIT;036-5470578;06-53178059;anne@fawit.nl                                               ;;Anne@fawit.nl;;
00009285;KUSTERMANS HYDRAULIEK VOF;;KUSTERMA;KLAVERVELD 9;4698 PS ;OUD VOSSEMEER;NL      ;;0166-603497;;kustermans@proximedia.nl                                    ;;adminkustermans@proximedia.nl;;
00009286;MECH.HAARLEMMERMEER B.V.;;MECH.HAA;IJWEG 975;2131 LV ;HOOFDDORP;NL      ;DHR.H.GIJZENBERG;023-2062202;06-46703566;han@mechanisatiehaarlemmermeer.nl                           ;;Han@mechanisatiehaarlemmermeer.nl;;
00009287;VAN DER VRANDE;;VRANDE  ;BOSSCHEWEG 26;5741 SX ;BEEK EN DONK;NL      ;MARIUS LANGE;0492451056;;magazijn@vrande.nl                                          ;;Factuur@vrande.nl;;
00009288;HOVING HOLLAND PRODUCTS B.V.;;HOVING H;OHMWEG 12;9503 GW ;STADSKANAAL;NL      ;DHR.R.LUIKENS;0599-613390;;info@hoving-holland.nl                                      ;;Factuur@hoving-holland.nl;;
00009289;HYDRAUKOM;;HYDRAUKO;KANAALSTRAAT 2;9882 PB ;KOMMERZIJL;NL      ;DHR.R.MULDER;;06-51471918;info@hydraukom.nl                                           ;;;;
00009290;EASY SILAGE B.V.;;EASY SIL;NUMMER 3;8644 VP ;DEARSUM ;NL      ;DHR.RUURD SIDERIUS;;0613151462;ruurd@easysilage.com                                        ;;factuur@easysilage.com;;
00009291;ELSTO;DRIVES & CONTROLS;ELSTO   ;LOOSTERWEG 7;2215 TL ;VOORHOUT;NL      ;T.a.v. A. BERDAI;0252-219123;;inkoop@elsto.eu                                             ;a.berdai@elsto.eu;Administratie@elsto.eu;;
00009292;DEGRA WINCHES B.V.;;DEGRA   ;JAMES WATTSTRAAT 2;3281 NK ;NUMANSDORP;NL      ;JANWILLEM DE GRAAF;0186-652189;;mail@degra.com                                              ;;facturen@degra.com;;M291220 
00009293;HYDRAUMEC;FLUID MECHANICS, FLUENT SERV.;HYDRAUME;VIJVERSWEG 8 a;B-2310  ;RIJKEVORSEL;BE      ;DHR. PETER DE CLERCK;0032(0)33141123;;info@hydraumec.be                                           ;;Katleen.Jansen@hydraumec.be;;
00009294;CONTOUR ADVANCED SYSTEMS B.V.;;CONTOUR ;AALTENSEWEG 52;7051 CM ;VARSSEVELD;NL      ;DHR. STOLTENBORG;0315-270260;;invoicescas@contour.eu                                      ;rstoltenborg@contour.eu;Invoicescas@contour.eu;;
00009295;BLAAUW ROLDE BV;;BLAAUW R;ASSERSTRAAT 55;9451 TA ;ROLDE   ;NL      ;DHR.M.SCHÖLLER;0592-241441;;info@blaauw-rolde.nl                                        ;;;;
00009296;VAN DER WEL;STEEL PARTS SUPPLY &;WEL     ;DE FRIESE POORT 52;1823 BS ;ALKMAAR ;NL      ;DHR MICHIEL VD WEL;072-5400640;;info@vanderwel.nl                                           ;;;;
00009297;MUOVITECH BENELUX BV.;;MUOVITEC;DELFWEG 50 a;2211 VN ;NOORDWIJKERHOUT;NL      ;;0252-793093;;benelux@muovitech.com                                       ;;Benelux@muovitech.com;;
00009298;WEEVERS RUTTEN;;WEEVERS ;MEERWEG 45;8313 AL ;RUTTEN  ;NL      ;;0527-262555;;magazijn@weeversrutten.nl                                   ;;;;
00009299;POSTEL BV;LOONWERK EN TRANSPORT;POSTEL B;WIEMSELWEG 5;7634 PX ;TILLIGTE;NL      ;MARTIJN OONK;0541-221426;;martijn@postel.nl                                           ;;;;
00009300;BAKKER HYDRAULIC PRODUCTS BV;;BAKKER  ;NIJVERHEIDSWEG 6;6662 NG ;ELST;NL      ;T.a.v. M. Sengers;0481-374757;;planning@bakker-hydraulic.com                               ;info@bakker-hydraulic.com;admin@bakker-hydraulic.com;;
00009301;PRIMA EQUIPMENT;;PRIMA EQ;NOORWEGENWEG 6;7772 TB ;HARDENBERG;NL      ;DHR. J. BOSSCHER;0523-712434;;info@primaequipment.eu                                      ;;Administratie@primaequipment.eu;;
00009302;PVD.LINDE MATERIEEL BV;;LINDE   ;ROEKEBOSSCHEWEG 3 a;7946 KE ;WANNEPERVEEN;NL      ;;0522-491848;06-55830646;info@pvdlinde.nl                                            ;;Crediteuren@pvdlinde.nl;;
00009303;LINTERMANS MECHANISATIE;;LINTERMA;GROESBAAN 2;5712 SK ;SOMEREN ;NL      ;DHR.HERMAN LINTERMANS;0495663033;;lintermans3@gmail.com                                       ;;Hmllintermans@hetnet.nl;;
00009304;TEN NAPEL;MECHANISATIE TECHNIEK;NAPEL   ;DORPSSTRAAT 5;7863 PA ;GEES;NL      ;DHR.A.TEN NAPEL;0524581210;0623596295;info@tennapel-hoofcare.nl                                   ;;Info@tennapel-hoofcare.nl;;
00009305;ABKRO;;ABKRO   ;WESTENENGERDIJK 30;6732 GR ;HARSKAMP;NL      ;ALBERT KROON;;06-11919238;abkro.techniek@gmail.com                                    ;;;Abkro.techniek@gmail.com;
00009306;PALFINGER MARINE EUROPE B.V.;;PALFINGE;HAVENSTRAAT 18;3115 HD ;SCHIEDAM;NL      ;JON SMALL;0044-02392603893;;j.small@palfinger.com                                       ;;J.small@palfinger.com;;
00009307;STOEVELAAR AGRI BV;;STOEVELA;WOLFVELDSEWEG 1A;7737 PK ;STEGEREN;NL      ;M. BRAKERT;0529-461377;;info@stoevelaar-machinery.nl                                ;;E-invoice@stoevelaar-machinery.nl;;
00009308;BORETECH HOLLAND;;BORETECH;SCHORSWEG 8;8171 ME ;VAASSEN;NL      ;J.BIJSTERBOSCH;085-0734200;06-21547600;info@boretech.nl                                            ;;administratie@boretech.nl;;
00009309;VOF PETERS;;PETERS  ;HAVENDIJK 11;4583 RW ;TERHOLE ;NL      ;DHR.SANDER PETERS;;0620999415;;;MtsPeters@hotmail.com;;
00009310;TWENTE TECHNICAL SERVICES;;TTS     ;RIJSSENSEWEG 37 A;7475 VA ;MARKELO ;NL      ;;0547-745281;06-46098985;info@twentetechnicalservices.nl                             ;;administratie@twentetechnicalservices.nl;;
00009311;J.D.REIJNEVELD V.O.F.;;REIJNE  ;AMBACHTSTRAAT 3;2751 GP ;MOERKAPELLE;NL      ;DHR.BRAM REIJNEVELD;079-5933616;0653878582;info@jdreijneveld.nl                                        ;;Info@jdreijneveld.nl;;
00009312;STM BENELUX B.V.;;STM BENE;TJALK 31;2411 NZ ;BODEGRAVEN;NL      ;DHR.THEO MELCHERS;0172-720150;06-65151480;theo.melchers@stm-benelux.nl                                ;;THEO.MELCHERS@STM-BENELUX.NL;;
00009314;VSS Machinebouw  B.V.;;VSS MACH;Ovezandseweg 6a;4436 RE ;OUDELANDE;NL      ;T.a.v. K. Kool;0113567050;;koen@vssmachinebouw.com                                     ;;Administratie@vssmachinebouw.com;;
00009315;EXPANDABLE B.V.;;EXPANDAB;MEERHEIDE 25;5521 DZ ;EERSEL;NL      ;DHR. T. KAMSMA;085-8902176;085-8902188 TON;inkoop@expandable.nl                                        ;;Invoice@expandable.nl;;M201221 
00009316;EXPANDABLE B.V.;;EXPANDAB;MEERHEIDE 25;5521 DZ ;EERSEL;NL      ;;085-8902176;085-8902188 TON;inkoop@expandable.nl                                        ;;Invoice@expandable.nl;;
00009317;JANGRO METAAL;;JANGRO M;DE HAAK 16;5555 XK ;VALKENSWAARD;NL      ;DHR. MATHIJS VAN HEIJST;040-2014133;06-21534050;mathijs@jangro.nl                                           ;;Facturen@jangro.nl;;
00009318;FEKKES MECHANICAL DESIGN;;FEKKES M;WESTEREIN 22;9263 PD ;GARYP   ;NL      ;M. VAN DER VLIET;0511-522110;;info@fekkesmechanicaldesign.nl                              ;;Administratie@fekkesmechanicaldesign.nl;;
00009319;MAAKWERK B.V.;;MAAKWERK;DR.HUUB VAN DOORNEWEG 24;5753 PM ;DEURNE  ;NL      ;DHR.P. JOOSTEN;0493-235060;;peter.joosten@maakwerk.nl                                   ;;Administratie@maakwerk.nl;;
90000001;X3 50 X4 64 X6 70;;X3 50 X4;;9999 ZZ ;        ;NL      ;;;;;;;;
90000002;x3 50 *4 60 *6 70;;506070  ;;9999 ZZ ;        ;NL      ;;;;;;;;
90000003;255070;;255070  ;;9999 ZZ ;        ;NL      ;;;;;;;;
90000004;556470;;556470  ;;9999 ZZ ;        ;NL      ;;;;;;;;
90000005;405070;;405070  ;;9999 ZZ ;        ;NL      ;;;;;;;;
90000006;556775;;556775  ;;9999 ZZ ;        ;NL      ;;;;;;;;
90000007;405060;;405060  ;;9999 ZZ ;        ;NL      ;;;;;;;;
90000008;406070;;406070  ;;9999 ZZ ;        ;NL      ;;;;;;;;
99999998;TEST klanten;;TEST    ;;        ;        ;NL      ;;;;;;;;
99999999;KONTANT;;KONTANT ;;        ;        ;NL      ;;;0613803426;;;;;
